timestamp_open,day_of_week_name,day_of_week_number,hour,minute,second,week_number,month,is_weekend,signal,entry_price,sl,tp,quantity_btc,buy_win,buy_loss,sell_win,sell_loss,choch_bull,choch_bear,bos_a,choch_a,timestamp_close,exit_price,pnl_usdc,pnl_percent,duration_minutes,status,ema_5,ema_8,ema_30,atr_14,fees_usdc,notes
2026-02-02 12:30:01,,,,,,,,,BUY,78119.6,77699.7979705792,78749.30304413123,0.000202,0,1,0,0,47,0,1,0,2026-02-02 14:19:02,77699.7979705792,-0.1162755283330611,-0.7368463578812384,109.01666666666668,CLOSED_LOSS,77879.65306435488,77771.00604700446,77174.0912663711,419.8020294208061,0.0314755183900569,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-02 14:45:01,,,,,,,,,BUY,78468.54,78021.17942785399,79139.58085821901,0.000201,0,1,0,0,56,0,1,0,2026-02-02 14:56:39,78021.17942785399,-0.1213739086063454,-0.7695444461867876,11.633333333333333,CLOSED_LOSS,78102.89983178124,78025.36353175859,77543.00220504624,447.3605721460029,0.0314544336049986,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-02 15:15:01,,,,,,,,,BUY,78261.94,77784.22294205366,78978.51558691952,0.000201,1,0,0,0,59,0,1,0,2026-02-02 15:40:16,78978.51558691952,0.1124263613978512,0.714696225691049,25.25,CLOSED_WIN,78146.35328349075,78088.50451494266,77647.27528444407,477.71705794634426,0.0316053315729708,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-02 15:45:02,,,,,,,,,BUY,78990.09,78466.95642889904,79774.79035665144,0.000199,0,1,0,0,61,0,0,0,2026-02-02 18:26:32,78466.95642889904,-0.1354375328884409,-0.8616151944248371,161.5,CLOSED_LOSS,78662.07812599589,78487.31845142622,77832.85762145418,523.1335711009658,0.0313339522393509,"BUY - BOS Bullish (swing=12, micro=3)"
2026-02-06 06:00:04,,,,,,,,,BUY,66343.29,65577.07396559068,67492.61405161396,0.000237,0,1,0,0,16,0,0,0,2026-02-06 06:32:25,65577.07396559068,-0.2128583264148516,-1.3537712681642735,32.35,CLOSED_LOSS,65908.1427051182,65624.65237342007,64925.14060917219,766.2160344093206,0.0312651262598449,"BUY - BOS Bullish (swing=12, micro=3)"
2026-02-06 13:15:06,,,,,,,,,BUY,66906.58,66464.90213186307,67569.0968022054,0.000235,1,0,0,0,30,0,1,0,2026-02-06 14:33:21,67569.0968022054,0.1240896644697505,0.7892215166328838,78.25,CLOSED_WIN,66671.45536689725,66521.99468021165,65845.18045035597,441.67786813693,0.0316017840485182,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-06 14:45:01,,,,,,,,,BUY,68269.23,67749.13679682834,69049.36980475747,0.000231,1,0,0,0,36,0,1,0,2026-02-06 15:48:08,69049.36980475747,0.1484916983440783,0.9415972685684604,63.11666666666667,CLOSED_WIN,67724.82748991507,67451.61390920787,66416.59341594021,520.0932031716557,0.0317205965548989,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-06 16:00:01,,,,,,,,,BUY,68598.62,67970.51362791359,69540.77955812961,0.00023,1,0,0,0,40,0,1,0,2026-02-06 16:20:45,69540.77955812961,0.1849246364714426,1.1720646254567362,20.73333333333333,CLOSED_WIN,68323.51818730833,68067.71878243618,66870.69145935582,628.1063720864069,0.0317720618983698,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-06 16:30:07,,,,,,,,,BUY,69486.68,68874.20076549787,70405.39885175318,0.000227,1,0,0,0,43,0,1,0,2026-02-06 17:17:06,70405.39885175318,0.1767936774486263,1.1208288738236418,46.98333333333333,CLOSED_WIN,69112.12094438766,68791.48206087189,67333.29351019535,612.4792345021266,0.0317555018993479,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-06 17:45:02,,,,,,,,,BUY,71060.37,70442.4154265822,71987.3018601267,0.000222,0,1,0,0,48,0,1,0,2026-02-06 18:05:45,70442.4154265822,-0.1685995336634523,-1.0687495137506042,20.716666666666665,CLOSED_LOSS,70635.2714686711,70231.64571038679,68294.35109445412,617.9545734177996,0.0314136183647012,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-06 18:15:05,,,,,,,,,BUY,70036.58,69378.31393560258,71023.97909659613,0.000225,0,1,0,0,50,0,1,0,2026-02-06 18:24:11,69378.31393560258,-0.1794782156249308,-1.1389490439610646,9.1,CLOSED_LOSS,70249.8384305205,70107.07086183892,68492.12832477975,658.266064397418,0.0313683511355105,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-06 18:30:04,,,,,,,,,BUY,69503.58,68841.11258305954,70497.2811254107,0.000227,1,0,0,0,51,0,1,0,2026-02-06 19:48:50,70497.2811254107,0.1937899599927579,1.2282824342073848,78.76666666666667,CLOSED_WIN,69884.96784256923,69882.64795426978,68525.84660143289,662.4674169404607,0.0317801954754682,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-06 20:00:01,,,,,,,,,BUY,70673.97,70006.56449224985,71675.07826162523,0.000223,0,1,0,0,56,0,1,0,2026-02-06 20:57:37,70006.56449224985,-0.180203187420056,-1.1433998150130855,57.6,CLOSED_LOSS,70293.67163633286,70184.37731448404,69014.45352970946,667.4055077501508,0.0313717591917717,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-10 16:15:01,,,,,,,,,BUY,69648.98,69184.46908788239,70345.7463681764,0.000226,0,1,0,0,27,0,0,0,2026-02-10 18:26:14,69184.46908788239,-0.13635582563244175,-0.8662644610236855,131.21666666666667,CLOSED_LOSS,69255.08047854241,69121.58477997476,68989.68516105757,464.5109121176042,0.03137635949386142,"BUY - BOS Bullish (swing=12, micro=3)"
2026-02-12 11:30:00,,,,,,,,,BUY,68180.99,67911.2983287241,68585.52750691387,0.000231,0,1,0,0,39,0,0,0,2026-02-12 12:05:53,67911.2983287241,-0.09373609466867149,-0.5951570365942742,35.88333333333333,CLOSED_LOSS,67884.3532658664,67747.66405264368,67412.26782345674,269.6916712759108,0.03143731860393527,"BUY - BOS Bullish (swing=12, micro=3)"
2026-02-12 13:45:02,,,,,,,,,BUY,68090.01,67840.65745845228,68464.03881232158,0.000231,0,1,0,0,49,0,1,0,2026-02-12 14:07:47,67840.65745845228,-0.08900042128042586,-0.5658439600848532,22.75,CLOSED_LOSS,67975.0866133931,67940.04262720574,67672.86839163059,249.35254154771837,0.03139998418290248,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-13 09:45:01,,,,,,,,,BUY,66815.01,66581.69191354093,67164.9871296886,0.000236,1,0,0,0,24,0,0,0,2026-02-13 13:25:04,67164.9871296886,0.050975323283904236,0.3232763604449304,220.05,CLOSED_WIN,66671.25030624054,66584.86101974256,66393.23849171867,233.31808645906585,0.03161927932260651,"BUY - BOS Bullish (swing=12, micro=3)"
2026-02-13 13:30:01,,,,,,,,,BUY,67296.67,67081.36176633972,67619.63235049043,0.000234,0,1,0,0,40,0,1,0,2026-02-13 14:41:13,67081.36176633972,-0.08182658610982826,-0.5196189728653982,71.2,CLOSED_LOSS,67162.07716832835,67105.35688143525,66813.53166178968,215.30823366028898,0.031444459433323496,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-13 14:45:00,,,,,,,,,BUY,67293.1,67013.0627250885,67713.15591236726,0.000234,1,0,0,0,44,0,1,0,2026-02-13 14:47:03,67713.15591236726,0.06670161961044489,0.42359418195163057,2.05,CLOSED_WIN,67227.88166287969,67187.48946080262,66909.39868335707,280.03727491149834,0.031591463883493945,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-13 15:00:02,,,,,,,,,BUY,67714.59,67426.13209459161,68147.27685811257,0.000233,1,0,0,0,46,0,1,0,2026-02-13 15:09:39,68147.27685811257,0.0691602229622903,0.43834717341486495,9.616666666666667,CLOSED_WIN,67495.70407239097,67393.7355997448,67009.25187183385,288.457905408383,0.031655814977940226,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-13 15:15:01,,,,,,,,,BUY,68362.44,68033.54704701874,68855.77942947189,0.00023,1,0,0,0,47,0,0,0,2026-02-13 15:30:11,68855.77942947189,0.08190787830975557,0.5209310990690436,15.166666666666666,CLOSED_WIN,67923.42493714955,67716.96571338175,67134.25372817756,328.8929529812548,0.03156019046877853,"BUY - BOS Bullish (swing=12, micro=3)"
2026-02-13 15:45:01,,,,,,,,,BUY,68700.8,68331.42827377783,69254.85758933326,0.000229,1,0,0,0,49,0,0,0,2026-02-13 16:32:29,69254.85758933326,0.0952873423693588,0.6056726147933137,47.46666666666667,CLOSED_WIN,68429.06737947388,68172.75783210063,67358.13323511521,369.3717262221752,0.031591845587957315,"BUY - BOS Bullish (swing=12, micro=3)"
2026-02-13 17:00:00,,,,,,,,,BUY,68920.81,68508.56320690998,69539.18018963502,0.000229,1,0,0,0,53,0,0,0,2026-02-14 08:06:57,69539.18018963502,0.10989943567299283,0.6963211828842167,906.95,CLOSED_WIN,68913.18717783847,68720.19718596188,67751.2656976671,412.2467930900096,0.03170733775342642,"BUY - BOS Bullish (swing=12, micro=3)"
2026-02-14 08:15:01,,,,,,,,,BUY,69534.0,69383.15358189547,69760.26962715678,0.000227,1,0,0,0,29,0,0,0,2026-02-14 08:48:50,69760.26962715678,0.019743406159225013,0.1250832075382196,33.81666666666667,CLOSED_WIN,69207.01970882658,69108.3167985997,68928.2151868885,150.84641810452987,0.03161979920536459,"BUY - BOS Bullish (swing=12, micro=3)"
2026-02-14 09:00:02,,,,,,,,,BUY,69715.52,69560.55962418046,69947.96056372931,0.000226,1,0,0,0,33,0,0,0,2026-02-14 11:13:15,69947.96056372931,0.02096762079542245,0.13307952542789048,133.21666666666667,CLOSED_WIN,69579.07648569415,69456.962983301,69095.09670075473,154.960375819541,0.031563946607402825,"BUY - BOS Bullish (swing=12, micro=3)"
2026-02-14 11:15:02,,,,,,,,,BUY,70041.4,69881.05354051426,70281.9196892286,0.000225,1,0,0,0,42,0,1,0,2026-02-14 11:22:07,70281.9196892286,0.02254418314635949,0.14305306510060553,7.083333333333333,CLOSED_WIN,69858.01969757365,69773.28359385942,69385.98590157239,160.346459485743,0.03157274693007643,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-14 11:30:02,,,,,,,,,BUY,70170.23,69989.89941006935,70440.72588489596,0.000225,1,0,0,0,43,0,1,0,2026-02-14 11:57:19,70440.72588489596,0.029224109027490508,0.18509976240788853,27.283333333333335,CLOSED_WIN,69990.71868727134,69883.76081991536,69444.35767483203,180.3305899306386,0.03163746507410159,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-14 12:00:01,,,,,,,,,BUY,70480.51,70271.14179914603,70794.56230128094,0.000224,0,1,0,0,44,0,1,0,2026-02-14 12:30:50,70271.14179914603,-0.07842684699429661,-0.4967612360539246,30.816666666666666,CLOSED_LOSS,70178.81801373645,70035.68829203294,69517.95135241831,209.36820085396013,0.03152837000300871,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-14 12:45:00,,,,,,,,,BUY,70056.0,69838.11413364572,70382.82879953142,0.000225,0,1,0,0,47,0,1,0,2026-02-14 12:49:04,69838.11413364572,-0.08050049560978252,-0.5107056932852608,4.066666666666666,CLOSED_LOSS,70213.89126332934,70148.74324302784,69655.10342701255,217.88586635428317,0.03147617568007029,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-14 13:00:02,,,,,,,,,BUY,69611.34,69390.15667645982,69943.11498531025,0.000226,0,1,0,0,49,0,1,0,2026-02-14 13:21:48,69390.15667645982,-0.08140176936895978,-0.5174226213956465,21.766666666666666,CLOSED_LOSS,69879.43019110934,69936.6769961252,69649.73081822177,221.18332354017286,0.03141433824887992,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-14 13:30:01,,,,,,,,,BUY,69248.01,68979.29441385555,69651.08337921667,0.000227,1,0,0,0,50,0,1,0,2026-02-14 14:39:40,69651.08337921667,0.059967562885102424,0.381490075797782,69.65,CLOSED_WIN,69684.64123851733,69795.83889822083,69628.07311715023,268.71558614444604,0.03153009419708218,"BUY - BOS_A Bullish (swing=12, micro=3)"
2026-02-15 04:15:01,,,,,,,,,BUY,70413.0,70177.0301613563,70766.95475796555,0.000224,0,1,0,0,28,0,0,0,2026-02-15 04:23:07,70177.0301613563,-0.0843494106123301,-0.5347874239203629,8.1,CLOSED_LOSS,70048.39714167357,69900.54729683287,69747.65191366737,235.96983864369884,0.031492166756143816,"BUY - BOS Bullish (swing=12, micro=3)"
2026-02-15 05:30:01,,,,,,,,,BUY,70315.99,70064.39594006397,70693.38108990405,0.000224,1,0,0,0,32,0,0,0,2026-02-15 07:19:00,70693.38108990405,0.052949505014368514,0.3361706474077164,108.98333333333333,CLOSED_WIN,70184.5309168738,70089.71364624739,69846.56593561116,251.5940599360336,0.03158609912413851,"BUY - BOS Bullish (swing=12, micro=3)"
2026-02-15 07:45:02,,,,,,,,,BUY,70709.02,70481.3605328095,71050.50920078576,0.000223,0,1,0,0,42,0,0,0,2026-02-15 08:31:33,70481.3605328095,-0.08225351604229761,-0.5216446893526564,46.516666666666666,CLOSED_LOSS,70594.0273447286,70510.62446009001,70148.00812887862,227.65946719050635,0.03148545485881652,"BUY - BOS Bullish (swing=12, micro=3)"
2026-02-15 09:00:01,,,,,,,,,BUY,70422.0,70191.66028025871,70767.50957961193,0.000224,0,1,0,0,47,0,0,0,2026-02-15 12:09:16,70191.66028025871,-0.08309355712482701,-0.5267578029899025,189.25,CLOSED_LOSS,70462.66165307813,70473.98325463521,70244.41286325884,230.339719741284,0.031497459902777955,"BUY - BOS Bullish (swing=12, micro=3)"
2026-02-16 09:30:01,,,,,,,,,BUY,68947.76,68768.6624909036,69216.40626364457,0.000228,0,1,0,0,17,0,0,0,2026-02-16 10:22:31,68768.6624909036,-0.07223357640190409,-0.459498512478576,52.5,CLOSED_LOSS,68800.26968794009,68731.93308443458,68604.31263032809,179.09750909638728,0.031399344327926015,"BUY - BOS Bullish (swing=12, micro=3)"
2026-02-16 12:15:02,,,,,,,,,BUY,68873.43,68686.17489029175,69154.31266456237,0.000229,1,0,0,0,29,0,0,0,2026-02-16 12:26:39,69154.31266456237,0.03271377711459972,0.2074165928687091,11.616666666666667,CLOSED_WIN,68790.23109401007,68769.1985841915,68696.52026642095,187.25510970824544,0.03160835307018478,"BUY - BOS Bullish (swing=12, micro=3)"
2026-02-16 12:30:01,,,,,,,,,BUY,69467.1,69222.78489029176,69833.57266456238,0.000227,1,0,0,0,29,0,0,0,2026-02-16 13:01:49,69833.57266456238,0.051568042160803296,0.32702098100800503,31.8,CLOSED_WIN,68988.12109401007,68901.12525085818,68734.82155674353,244.31510970824522,0.03162125269485566,"BUY - BOS Bullish (swing=12, micro=3)"
2026-02-16 13:15:02,,,,,,,,,BUY,69636.08,69377.00626826382,70024.69059760426,0.000226,0,1,0,0,33,0,0,0,2026-02-16 13:22:07,69377.00626826382,-0.08996762086900364,-0.5716674718112232,7.083333333333333,CLOSED_LOSS,69498.45799387855,69354.81116709503,68938.54770333877,259.0737317361819,0.03141695749662762,"BUY - BOS Bullish (swing=12, micro=3)"
